690278,4129,292,4,965352738,M,35
359268,2101,994,3,974655387,M,25
494551,3031,519,3,970364394,M,25
597174,3629,588,4,966538777,M,18
379519,2218,1517,3,974601682,M,25
42757,292,2395,4,976561626,M,56
139937,896,2858,5,975220031,M,25
21170,154,410,2,977255781,M,35
706051,4228,1918,4,965312874,M,35
496511,3050,1527,4,970180405,M,18
561668,3453,161,5,968195261,M,18
264595,1608,2890,4,974837527,F,35
982141,5925,1287,4,957277916,F,50
82729,548,2401,3,976122516,M,25
485192,2985,2702,4,992158960,M,25
94709,635,3695,3,975752411,M,18
76288,517,3083,5,1041610481,F,35
714460,4278,3847,2,965283970,M,25
276898,1674,288,4,975243569,F,25
608468,3689,3752,3,966308216,M,18
897698,5427,1242,5,973041909,F,25
196312,1206,2269,2,974848927,M,50
457939,2819,1333,4,972660696,F,35
247043,1491,247,1,974749966,M,25
266254,1613,316,2,974729958,M,35
634954,3828,3108,2,965937752,F,25
683905,4088,2683,4,965455976,M,25
637433,3838,996,5,965917865,M,50
599066,3647,953,4,977183396,M,18
885450,5346,3274,4,960668384,M,25
416529,2506,299,5,974081462,M,25
286819,1711,2706,4,980388417,M,25
701067,4198,593,3,965322647,F,25
101153,673,1214,4,975620381,M,25
593545,3617,3423,3,967119773,M,56
395959,2339,161,4,974420146,M,35
259126,1585,1035,5,974738343,M,45
701246,4202,3104,4,965395246,M,25
794963,4756,2092,4,963157400,M,35
443868,2736,866,3,973225955,M,25
201657,1241,1729,4,974832570,F,35
108388,709,2959,5,975573698,M,25
208981,1273,3730,5,974810049,M,45
196215,1205,379,2,974844071,F,50
574977,3517,2005,3,969293461,F,18
982346,5926,1734,3,957272291,M,35
588427,3589,441,4,966653348,F,18
372822,2176,2890,3,974612596,F,35
677739,4061,1836,3,965482912,M,25
375233,2185,2005,2,974609195,M,18
874539,5280,3552,5,961098064,M,25
139460,890,1912,5,975233823,M,25
612347,3712,2072,1,966271969,F,25
153371,983,2951,4,975117163,M,50
300158,1779,2403,4,1039942915,M,35
30470,203,1590,3,978049560,M,25
264866,1610,592,4,980749231,M,25
518949,3200,1064,3,968623070,M,45
620630,3759,235,5,966095758,M,50
519530,3204,1391,1,968564923,F,35
458759,2823,2763,5,972621867,M,18
425946,2584,1513,3,973875638,M,45
265390,1610,3785,2,995423216,M,25
445159,2744,1569,4,973218058,F,35
397523,2353,541,4,974398735,M,35
430632,2623,2021,3,973640712,F,35
127018,818,1580,3,975384427,M,35
909247,5500,45,4,959798400,M,25
840659,5050,2439,4,962491888,F,50
692460,4141,2311,2,965346287,M,56
663716,3998,3033,2,965576045,M,35
571931,3506,3265,5,982456966,M,25
556848,3421,288,1,967362045,M,25
871204,5261,3543,4,961193977,F,25
298735,1773,3917,2,974700743,M,25
481001,2952,2771,1,971212421,M,25
997704,6024,1642,3,956813210,F,25
386424,2258,1952,5,974590538,F,56
67504,452,2381,3,976246567,M,18
70228,473,1907,4,976239421,M,25
179863,1124,1992,3,975629681,F,18
527622,3260,21,4,968937645,M,45
129879,839,922,5,986502081,F,25
189305,1172,3615,3,974859905,F,25
958895,5786,1965,4,958109695,M,25
596432,3625,2802,4,966608779,M,25
659366,3971,2369,2,965658140,F,25
344534,2021,3033,3,974672363,M,25
462318,2852,1269,2,972506499,M,1
999779,6038,2414,3,956706233,F,45
421060,2543,861,4,974050391,M,45
62367,422,3753,2,976281886,M,18
720968,4314,2706,5,965256313,M,18
796189,4770,85,3,993357759,F,25
234639,1424,6,5,1022259674,M,1
694171,4156,110,4,965336918,M,50
130737,847,299,4,975350984,M,25
854259,5125,2997,3,966214888,M,25
819563,4926,300,4,962662153,M,45
228637,1382,85,1,974770231,F,25
564479,3470,2329,3,972123149,M,18
88698,586,913,2,976432177,M,25
951504,5747,3578,5,958346493,M,25
348672,2042,2771,3,974666164,M,25
519643,3204,1221,3,968567372,F,35
475732,2918,1291,5,975448072,M,18
898207,5430,3252,4,960069499,M,56
226157,1368,1717,3,975000578,M,25
224806,1357,1215,3,974770910,M,35
897956,5428,1629,2,960077392,F,25
591447,3607,357,3,966612450,F,35
655442,3946,1537,4,965687984,M,25
71022,476,1294,3,976218994,M,35
999047,6035,1959,5,956710005,F,25
573827,3512,1663,4,966974247,M,25
222832,1348,1196,5,974772310,M,50
53830,351,1862,3,976325640,M,18
285283,1700,3683,2,974706958,F,25
927455,5604,968,4,959552624,F,18
385311,2250,2324,3,974595576,M,35
733027,4383,3552,5,965172613,M,25
411647,2471,14,3,974253496,M,25
800694,4797,2369,1,963330603,M,25
784901,4684,1280,5,963642735,M,35
674622,4048,2455,4,965496842,M,45
238939,1447,1331,3,977326449,F,25
535277,3301,3717,4,968028384,M,25
486235,2993,3643,4,970708849,M,35
569607,3491,968,3,967045802,M,35
850857,5107,590,2,962333934,F,25
496415,3050,2628,4,970190547,M,18
115959,751,991,3,1029310874,F,25
769017,4578,2690,5,996349068,F,18
424047,2569,852,4,973913344,F,56
100538,670,3470,4,986722064,M,18
374615,2182,3606,4,974608835,F,56
33350,224,2330,5,977257158,M,25
409400,2456,2989,4,974180052,M,25
464817,2864,2724,3,972493901,F,25
827529,4971,2122,2,962606739,M,35
324441,1921,3105,4,975163872,F,25
710448,4260,616,4,965305550,F,35
26519,186,39,4,977232921,F,45
312426,1860,151,4,974701294,M,50
48955,327,589,4,976396143,M,35
784056,4681,3811,5,964566443,M,25
889771,5368,1580,4,960487918,M,25
584429,3567,1129,5,966746361,M,25
277278,1674,2046,4,974711248,F,25
288429,1722,1127,5,974705432,M,35
990504,5979,2212,3,956943814,M,56
863825,5204,3052,4,961640399,M,25
990313,5977,1083,2,965876489,M,35
679916,4075,280,5,965445034,M,25
823790,4950,1965,4,962651915,F,35
685697,4098,3301,4,965415824,M,35
157609,1014,583,3,975016040,M,35
508036,3126,908,4,969306506,F,25
460471,2839,3755,3,972572081,M,25
42782,292,3439,1,980974031,M,56
274540,1657,41,4,974711918,F,35
424608,2575,3937,1,973898490,M,18
589660,3595,1094,5,966630820,F,35
363904,2119,2628,2,975035280,M,1
14378,116,921,4,977495697,M,25
644267,3881,2764,3,965826676,M,56
984515,5949,2427,1,957182331,M,25
908660,5495,2318,4,959810083,M,25
895476,5411,66,1,960242112,M,25
292608,1740,390,4,974709490,M,35
241339,1450,125,4,987047152,M,35
444997,2743,313,1,973215937,M,18
472601,2906,3895,3,971818418,F,35
677124,4057,2376,1,965495376,M,25
888360,5365,1222,4,960500490,M,18
421518,2545,1012,2,974041277,F,56
864455,5208,2791,4,961605114,M,50
307384,1834,1130,4,974878662,M,25
640697,3849,39,4,965880707,M,18
738279,4410,2949,4,970365307,M,18
448367,2763,3253,3,973137767,M,25
60137,408,3274,4,976292193,M,18
310775,1850,3359,2,1016140517,M,25
471159,2898,1036,4,971918548,M,35
212926,1296,2302,3,974791840,M,25
509288,3134,2943,4,969067830,M,25
544383,3355,1339,4,967697581,M,35
714377,4278,2406,4,965286007,M,25
251056,1515,1610,3,974749115,F,25
592425,3610,1394,5,966612008,M,25
836696,5025,517,3,962775408,M,25
336352,1979,3576,4,974769460,M,35
174426,1100,1233,5,982008401,M,35
384780,2246,2761,5,1006641761,M,45
66151,441,1931,5,978453226,M,25
198804,1220,485,5,974838683,M,18
784311,4681,1267,4,964629599,M,25
426148,2588,915,4,973866173,M,25
242849,1464,1527,4,974757371,M,50
21655,156,372,4,977250255,M,35
424036,2569,480,3,973912891,F,56
812066,4869,2539,4,962816434,F,35
377744,2204,247,4,974603210,F,25
894137,5396,3740,3,963525108,M,18
720749,4312,3147,5,965257745,F,25
71112,476,1375,3,976219651,M,35
785126,4686,1270,4,963620840,M,35
11704,89,3755,3,993954797,M,56
306065,1821,2804,4,974697768,F,25
328691,1940,2770,1,1019256210,M,35
691119,4137,3555,4,970008126,M,25
45882,307,1587,3,976485112,M,25
691559,4139,2090,3,965352743,M,25
106154,698,1562,2,975557645,M,18
105410,696,3811,5,975559615,F,50
500383,3072,3108,3,969932159,M,25
774086,4614,3082,3,964141405,M,25
440936,2699,210,3,973481282,M,25
211525,1284,2970,5,975457417,M,35
623503,3770,2723,1,966182135,M,25
474489,2910,1911,3,978822543,F,25
484670,2984,19,3,1029808826,M,18
352419,2062,69,3,974662090,M,25
883214,5332,724,3,960827716,F,25
194600,1200,2772,3,975207719,M,18
521571,3216,1036,3,968776088,F,35
191855,1181,1193,5,1005869045,M,1
633587,3823,1962,3,965941084,M,25
949505,5736,1961,4,959304498,M,45
400797,2386,562,4,974308564,M,25
679882,4074,356,4,965445464,M,25
187451,1163,593,4,974861342,F,25
157748,1014,924,5,975016488,M,35
671188,4032,281,5,965515248,M,25
155747,1003,3243,3,975051954,M,25
978481,5895,550,3,957459245,M,25
808573,4841,2628,1,962851320,F,35
711540,4268,2664,4,965303360,M,35
826891,4963,1288,3,962615839,M,35
22931,165,805,3,977300758,M,18
271835,1642,165,5,1011842404,M,45
678864,4063,1036,4,965477737,M,45
353662,2071,3099,2,974661380,F,50
748535,4469,2803,5,965065538,M,35
865421,5219,1995,2,961540210,M,25
158956,1015,3163,5,975009832,M,56
616458,3730,2456,1,966210180,M,25
364372,2121,316,3,978049955,M,35
171475,1087,2676,3,1025249962,F,1
323426,1916,2391,4,975136008,M,18
402325,2401,2143,3,974263765,M,45
872932,5270,266,3,961141146,F,25
334115,1968,1073,4,974687934,F,25
137330,884,1584,5,975256356,M,35
837379,5034,3424,3,962556249,F,25
124895,801,2146,3,975402266,M,25
508120,3127,784,5,985045297,M,18
811902,4868,1244,3,963174624,F,45
80497,533,3793,5,976138261,M,25
224788,1357,377,3,974771419,M,35
931226,5624,913,5,959087554,M,25
247497,1495,788,3,974755138,M,25
618187,3745,2406,4,966141986,M,25
81150,540,720,4,976124683,F,18
990347,5978,1377,3,956937546,M,25
201169,1240,1544,5,975737655,M,1
141242,909,1049,3,975209692,F,50
301991,1793,2271,2,993204026,M,25
591795,3609,978,1,977887186,M,18
504259,3099,1885,4,969592182,F,25
861732,5183,3148,2,961735352,M,18
641029,3852,466,5,965875564,M,25
82331,545,357,5,976069066,F,25
407354,2445,1748,3,974405546,M,18
217053,1316,2136,3,985068544,M,45
531383,3280,592,5,968167681,M,25
966939,5830,2599,4,957887380,M,25
887857,5363,778,3,960502473,F,25
155750,1003,2447,3,975051813,M,25
367625,2145,2640,4,974623428,M,18
108083,709,1701,3,975830235,M,25
752208,4482,339,3,965019202,F,25
444548,2742,2456,3,973218304,M,25
180936,1129,1234,5,976051906,M,18
522698,3223,3163,4,968441057,F,25
151296,972,318,5,975860596,F,25
538798,3313,1276,4,967945686,M,25
64763,434,1263,4,976247822,M,25
319199,1896,3264,3,1006636944,F,50
603534,3672,1269,5,966454716,M,25
573011,3508,374,1,967064867,M,18
981296,5918,2772,4,957312405,M,18
212213,1290,3910,5,974788949,F,35
637800,3840,3098,5,965998442,M,45
413501,2485,1237,5,974142931,M,18
682597,4084,1593,3,965453936,F,25
436607,2664,2710,3,974649489,M,35
80246,532,849,4,976233177,M,25
111354,723,319,3,975523754,M,50
837415,5034,2174,3,962555996,F,25
761057,4520,802,3,964836785,M,35
540117,3319,3591,4,968203950,M,25
404812,2418,3916,4,974301319,M,25
604464,3674,2746,3,966363038,M,35
637013,3835,2382,1,965927883,F,50
602193,3662,2524,3,966411178,F,35
465234,2867,43,4,992717803,M,35
560550,3444,1223,4,967279891,F,35
350109,2054,266,2,974662814,M,50
913215,5521,30,4,960091037,M,25
66446,444,1278,5,976242152,M,45
552033,3400,904,4,980114997,M,35
199791,1226,3949,4,974836996,M,50
686661,4106,2797,5,965689044,F,25
675342,4052,1810,3,965493073,M,25
394056,2321,2858,5,974461862,F,56
558219,3427,1353,2,978173263,M,45
266124,1612,3740,3,974738438,M,18
601090,3653,1270,3,966453182,M,25
53457,351,3045,3,976333719,M,18
438540,2679,916,5,973389511,M,25
745351,4447,1302,4,986263649,M,25
534873,3299,2968,4,968120762,M,35
137592,888,585,3,975251600,M,45
379406,2217,3101,4,974599873,M,35
596303,3625,2268,5,966620754,M,25
165657,1055,2716,3,974952615,M,1
900827,5446,2297,4,959972253,M,45
313882,1873,3019,4,974697821,M,45
345873,2028,1784,2,974671796,F,25
813656,4883,3703,5,962746221,M,35
298304,1767,2640,3,974702775,M,45
22895,164,2035,4,977200283,M,18
235769,1425,2046,4,974763284,M,18
804446,4815,1617,4,962930145,F,45
107078,703,2841,4,975548727,F,35
225983,1368,780,1,974769128,M,25
503101,3087,377,4,969746961,F,25
376117,2191,3763,4,974607502,F,25
703163,4216,2174,3,965317003,M,18
470878,2898,2289,4,971918892,M,35
246883,1490,832,3,974754775,M,18
447798,2760,2405,3,973148103,M,35
58979,400,2694,3,976294567,M,18
52973,348,1644,2,1027705632,M,1
507232,3120,653,3,969334225,M,25
747296,4457,410,4,965076804,F,25
53962,351,504,2,976325585,M,18
623170,3769,1090,4,966050087,F,35
268696,1631,1267,4,974719089,M,25
308878,1836,16,4,974838605,M,25
629203,3807,1679,1,965967812,M,25
388685,2276,203,2,974562053,F,45
927864,5604,410,1,959555803,F,18
956749,5772,2882,2,959194841,M,25
342264,2014,3263,4,1017607943,M,18
997505,6023,2640,4,956749712,M,25
517594,3194,3098,4,968640728,M,18
910685,5508,2731,5,959721108,M,25
29880,201,3526,5,976937409,M,18
843242,5069,3196,4,963771416,M,25
655153,3945,2413,4,965748100,F,25
651693,3928,2950,2,965710333,M,25
903389,5460,1641,3,959903486,M,50
648546,3905,1580,3,965758915,M,50
701682,4205,2000,5,965321188,F,35
852397,5111,3681,4,962328846,M,35
320352,1898,1041,4,974693611,F,45
216754,1316,2090,4,1022377358,M,45
852270,5111,3176,3,962326657,M,35
836705,5025,529,3,962578908,M,25
751416,4481,926,5,965096545,F,35
226959,1376,2410,3,974768031,M,35
84394,549,306,4,976168598,M,45
752953,4487,2524,3,965013118,M,35
997370,6022,1214,3,956751248,M,25
78969,529,527,3,976143220,M,25
839898,5045,1047,4,962501279,M,25
971994,5856,919,5,957723193,F,45
412032,2477,947,3,976484166,M,50
459453,2829,466,2,972593182,M,35
517885,3195,2144,4,970939251,F,18
275556,1666,1356,3,975017003,M,50
499621,3066,1777,5,969998234,F,25
490254,3016,1148,5,970506956,F,35
865639,5219,2346,4,961551566,M,25
403258,2407,349,3,974254713,F,45
753060,4487,2646,3,965014308,M,35
56096,371,2722,5,980449576,F,18
833514,5010,1210,4,962584026,M,18
178673,1120,1552,4,1007755530,M,56
497734,3054,2762,5,970156367,F,25
497575,3054,1655,3,1021598301,F,25
706687,4235,2037,5,965310310,F,25
438463,2678,2947,4,973439411,F,18
797865,4783,2788,4,963250434,F,35
364028,2119,2959,4,974646267,M,1
772340,4604,17,2,964203853,M,25
805361,4820,3480,4,962946122,M,18
321070,1902,307,5,974693387,M,35
443432,2733,249,5,973230592,F,18
919079,5552,2352,4,959457811,M,35
744242,4446,3264,3,965176268,M,45
745212,4447,1282,5,966967915,M,25
157890,1014,3260,5,979451274,M,35
993531,5999,1079,4,956880070,M,45
746261,4451,47,5,965087264,F,25
414533,2495,296,4,974262253,M,50
591011,3604,1721,1,967323399,M,18
968805,5839,1541,4,971744029,F,1
716526,4288,3608,3,965275175,M,35
735829,4394,1210,3,965158838,M,50
145162,933,1231,3,992384551,F,35
175009,1108,1196,5,974920538,M,18
361560,2108,2841,4,974661742,M,25
997182,6020,1200,4,956756774,M,25
808608,4842,2442,5,962848062,M,56
876496,5292,1266,3,961055459,M,25
736329,4402,3751,3,965156649,M,25
441201,2700,474,5,973304515,M,45
598333,3640,2710,4,966482701,M,25
594796,3619,457,4,966576005,M,25
921529,5566,1221,3,959346775,M,50
485509,2987,2699,3,974941610,F,18
917302,5542,1562,1,959509561,M,25
227574,1379,1848,2,975012049,M,1
315718,1879,1088,4,975380337,M,35
822137,4944,594,5,962643846,M,50
387399,2263,383,4,974581928,F,45
664160,3998,2571,5,965572632,M,35
167634,1067,2097,3,974945213,F,18
608091,3689,2997,4,966309445,M,18
243715,1469,2421,3,976048844,M,18
184785,1149,753,3,974874821,F,25
23181,165,1961,4,977300174,M,18
381491,2230,3038,3,974602769,M,50
684763,4092,594,4,965421907,M,25
568499,3487,1676,2,967050951,M,45
895858,5413,2516,3,960238987,M,1
713188,4276,3181,3,981097473,M,35
488182,3001,34,5,1034189533,M,45
791138,4728,1732,4,963351451,M,50
106661,701,2291,2,975560197,M,35
913070,5521,223,2,960089029,M,25
603701,3672,2000,1,966454943,M,25
477166,2928,1321,5,971588970,M,18
41650,283,1294,5,976571141,M,25
872652,5268,436,2,961167225,M,18
434509,2648,2918,5,973631304,M,25
905716,5478,1190,5,959870432,M,35
560195,3441,3160,3,967307927,M,18
853023,5112,555,3,971968584,M,25
485850,2989,36,5,970953882,M,35
604212,3674,1172,3,966362440,M,35
739536,4417,3618,3,982984562,F,50
581998,3556,784,5,966805967,M,18
382987,2236,1794,3,974598343,F,35
289602,1726,1234,5,974715225,M,35
833782,5010,544,4,962636803,M,18
437820,2674,480,4,973406839,M,35
709857,4257,3916,5,989324469,M,25
248606,1500,596,4,974931893,M,25
752041,4481,2749,4,965101567,F,35
502227,3081,2722,3,969816654,F,35
89324,587,3178,4,975939020,F,25
730335,4367,380,3,965183495,M,18
849199,5099,2255,3,962716789,M,50
208538,1273,1278,5,974813507,M,45
301455,1789,1092,5,974708314,M,25
695510,4166,1225,5,965662177,M,25
697586,4168,3349,3,967164940,M,50
887850,5363,1265,3,960523133,F,25
338780,1994,551,3,974681882,M,25
246826,1490,1672,2,1012718363,M,18
893811,5396,2423,4,963525034,M,18
861794,5183,2952,5,961735056,M,18
262656,1601,912,5,974731547,F,25
376794,2198,3593,1,974606084,M,1
820591,4932,608,4,962651043,M,25
577494,3525,2762,5,967611275,M,35
437390,2669,3435,5,987739246,M,35
617263,3735,3427,2,966188937,M,35
49112,328,3895,2,976394114,M,35
849226,5099,3246,5,962362659,M,50
110539,720,2231,3,975775529,F,35
385142,2250,922,5,974595618,M,35
362976,2115,2872,3,974995601,M,18
770348,4590,2532,3,964327792,M,25
454507,2795,3249,2,997321900,M,25
728621,4354,3834,5,965190907,M,50
250515,1508,1973,2,975611284,M,1
751524,4481,2849,4,965023758,F,35
937110,5652,899,5,958861762,M,50
457635,2819,929,3,972661422,F,35
507501,3122,880,2,969324607,M,25
943475,5688,1203,4,961829920,M,25
773935,4611,1411,4,964148858,F,18
328735,1940,3723,3,974954541,M,35
668658,4020,3385,3,965525470,M,50
146712,946,1101,2,975151648,M,18
904118,5467,593,4,959898371,M,25
893880,5396,1197,5,963524960,M,18
173968,1100,3039,3,980367532,M,35
744429,4446,112,3,965167165,M,45
756053,4504,2005,3,964993379,M,50
753638,4489,913,5,965007757,M,35
528627,3266,2434,4,968203028,M,25
217967,1321,3479,5,974781808,M,56
57652,389,2780,3,976304041,M,25
124614,800,3730,4,975401820,F,25
504138,3098,3802,3,969932380,M,25
760794,4519,2699,3,964836553,M,25
300501,1779,3386,4,974708487,M,35
906303,5481,2372,4,959871182,M,18
381305,2229,452,2,974598755,F,45
492073,3025,2142,1,970463252,F,18
725734,4343,1295,4,965239726,M,25
214250,1300,3068,5,974790312,F,25
333943,1968,2539,2,984447359,F,25
892353,5389,2949,4,960326572,M,1
601033,3652,1754,4,966454388,M,18
141336,910,916,4,975270089,M,50
468037,2884,524,5,972185185,F,18
402620,2402,1258,5,974260250,M,18
848258,5097,3791,3,962370529,M,50
612457,3712,3453,2,966891039,F,25
61138,411,913,5,976292878,M,35
747264,4457,2291,4,965075617,F,25
395887,2339,1198,5,974506058,M,35
582456,3557,466,3,966803046,M,18
325556,1925,1945,5,974769469,F,1
675297,4052,2402,2,965496073,M,25
925465,5593,3219,3,959225103,F,45
590055,3599,3247,3,966619652,M,35
911098,5510,376,4,959715794,M,45
688216,4115,1047,4,965362942,M,35
501688,3080,2613,4,969800683,M,25
21334,155,2961,4,977251160,F,45
929858,5616,2011,3,959128548,M,25
970352,5847,3089,5,957781709,M,50
720900,4314,353,5,965257046,M,18
854338,5126,260,3,962134438,M,45
660995,3984,2570,4,965623595,M,45
740809,4424,3210,4,965108174,M,35
422617,2559,3108,5,973989750,F,45
17389,135,3108,4,977421803,M,18
942786,5685,2953,1,958689731,M,56
781480,4665,2,3,963844979,M,35
551666,3398,1566,4,967480674,M,25
785005,4685,2947,4,963622145,M,18
76573,519,1290,4,976227057,F,35
331498,1957,2683,3,994387482,F,25
678668,4063,2530,3,965477543,M,45
9176,61,2416,2,977928987,F,35
841170,5053,3135,3,1009573210,M,35
798440,4785,455,3,963011127,M,45
297185,1761,380,5,974702218,M,25
330831,1951,2797,4,976646839,M,35
84789,550,1171,4,976067395,M,35
195123,1201,1240,5,974844747,M,35
621594,3763,1221,5,966091006,M,25
928254,5606,1042,3,959715602,M,18
195904,1203,407,3,974844247,M,25
884838,5343,1678,3,960675638,F,50
771614,4597,3341,3,964217158,F,35
350800,2058,2762,5,974754850,M,35
647531,3899,1,5,965875114,F,25
623596,3770,382,3,966048422,M,25
603192,3669,2533,2,966376452,M,45
331482,1957,3476,4,1006009480,F,25
723010,4328,318,5,965243678,F,25
49247,328,3081,3,976473140,M,35
504410,3100,457,3,969577647,M,18
285324,1700,661,3,974707626,F,25
742199,4435,1625,4,965097783,M,25
236434,1433,1717,5,974758843,F,1
835683,5023,3006,3,962579964,F,45
27583,192,2599,4,977020109,F,45
843498,5069,1747,3,963382277,M,25
731344,4374,1345,4,966687787,F,25
474342,2909,1875,4,1016476756,M,1
864184,5205,858,4,961630928,M,35
635381,3829,2437,4,965933254,M,18
158657,1014,1035,5,975015002,M,35
921610,5566,1362,4,959347651,M,50
217910,1321,945,5,974779816,M,56
707810,4240,316,4,974325739,M,35
170083,1081,736,5,974937638,M,45
282591,1693,2692,5,974715953,M,25
644985,3884,2989,5,967652508,M,25
713873,4276,1333,4,967621627,M,35
602236,3663,2069,4,966402323,F,35
275591,1666,1391,3,974710966,M,50
574579,3517,910,5,969293702,F,18
904812,5471,260,5,960136709,M,35
782564,4672,1653,4,964489756,M,35
167056,1061,1235,5,975054707,M,50
961790,5794,849,1,958145035,M,25
681690,4082,170,3,965460187,M,56
715266,4283,1196,3,965277159,M,50
357347,2091,2665,2,974653836,M,56
468600,2886,329,5,972141121,M,25
252819,1531,235,5,974825135,M,18
364121,2120,2654,4,974647531,M,56
985288,5953,2413,3,957707544,M,45
191793,1181,216,1,975120318,M,1
567932,3483,849,1,967063218,M,18
636226,3833,1882,4,966406405,M,18
350462,2056,999,4,975903031,M,35
499075,3066,1271,5,970000001,F,25
451591,2778,1234,3,973023062,M,35
386957,2262,3273,4,974582230,M,25
872860,5270,901,4,961138826,F,25
18834,145,1135,4,979940392,F,35
263296,1604,3848,3,992315842,F,18
440785,2698,918,5,973306601,F,56
987855,5962,316,3,957021944,M,25
941218,5679,2726,4,958612867,M,50
678746,4063,3526,3,965478239,M,45
863206,5197,589,1,961685475,F,18
978088,5892,2750,3,957470369,M,25
265010,1610,2826,1,974731194,M,25
957043,5775,296,4,958170382,M,18
189856,1176,2791,3,974856686,F,25
973851,5873,2997,4,975625168,M,25
398561,2370,11,4,974337910,F,35
129374,838,3684,4,980812623,M,25
314025,1874,1663,4,975767798,M,35
974689,5877,155,4,1043782939,F,25
926100,5596,532,5,959214610,F,18
488444,3004,2858,5,970568507,M,25
847488,5090,2985,4,963678107,M,25
122714,790,1042,5,981769229,M,35
925024,5589,1251,2,960071907,F,45
653049,3934,1918,2,965860734,M,35
216377,1313,3400,3,975534922,F,18
86482,565,2423,3,976041204,M,25
251117,1515,2692,5,974748922,F,25
460915,2840,2028,3,972552914,M,50
29751,201,1584,5,976937347,M,18
699838,4185,1248,4,965328858,M,25
117998,761,1204,3,975450672,M,1
254175,1544,2791,4,975511895,M,25
600494,3650,1809,4,966457115,M,25
468470,2886,1371,3,972143135,M,25
963424,5808,2761,5,957981158,M,25
972762,5861,1968,5,957672042,F,25
531433,3280,3639,4,968167345,M,25
807264,4830,412,4,1024071922,F,25
97028,650,1320,3,975705253,M,35
88951,586,1968,5,976032008,M,25
883484,5332,2736,3,970456057,F,25
152811,983,916,5,975116442,M,50
483552,2971,163,4,971064598,M,25
185482,1149,3327,4,974869347,F,25
91254,603,3301,4,975869609,M,45
766375,4561,2770,4,977011896,M,35
210726,1284,2634,4,975915346,M,35
195158,1202,2064,5,975272519,F,25
830249,4984,592,4,962594236,M,35
176775,1116,3264,4,1001082334,M,18
995361,6009,2000,5,956856402,M,35
8600,57,2795,4,977940995,M,25
524990,3241,1278,4,968353640,M,50
500397,3072,2716,5,969932024,M,25
810659,4864,955,5,962820152,F,35
131028,849,3255,2,975353995,M,35
788342,4714,3758,3,963527853,M,25
718876,4304,412,5,1041211117,F,45
532877,3291,2202,5,968098376,F,50
